Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
16-Dec-22,7.28,7.28,7.05,7.13,7.152420637,18239,98,130453,15528,85.14,0.23,-0.15
15-Dec-22,7.54,7.54,7.1,7.16,7.195824135,32616,131,234699,26082,79.97,0.44,-0.38
14-Dec-22,7.35,7.44,7.06,7.28,7.257981315,52341,154,379890,41127,78.58,0.38,-0.07
13-Dec-22,7.12,7.34,6.92,7.19,7.139686958,38078,125,271865,30524,80.16,0.42,0.07
12-Dec-22,7.45,7.49,7.15,7.2,7.230618133,16291,100,117794,12200,74.89,0.34,-0.25
09-Dec-22,7.34,7.39,7.05,7.32,7.269879784,27201,142,197748,22532,82.84,0.34,-0.02
08-Dec-22,7.35,7.35,7,7.21,7.127755782,46221,159,329452,32793,70.95,0.35,-0.14
07-Dec-22,7.45,7.45,7.05,7.1,7.140084664,48899,151,349143,43659,89.28,0.4,-0.35
06-Dec-22,7.13,7.43,7.13,7.31,7.226209114,23633,129,170777,18338,77.59,0.3,0.18
05-Dec-22,7.3,7.5,7.05,7.31,7.270143405,23221,125,168820,23221,100,0.45,0.01
02-Dec-22,6.95,7.49,6.95,7.3,7.157380341,78682,185,563157,78682,100,0.54,0.35
01-Dec-22,7.29,7.45,6.98,7.24,7.22163142,33100,167,239036,33100,100,0.47,-0.05
30-Nov-22,7.15,7.3,6.82,7.2,7.09762574,70801,189,502519,70801,100,0.48,0.05
29-Nov-22,7.01,7.3,7.01,7.16,7.144228372,32088,134,229244,32088,100,0.29,0.15
28-Nov-22,7.35,7.35,7.06,7.23,7.146957335,86651,219,619291,86651,100,0.29,-0.12
25-Nov-22,7.12,7.45,7.1,7.4,7.245077592,56578,211,409912,56578,100,0.35,0.28
24-Nov-22,6.81,7.35,6.81,7.17,7.042486399,75177,210,529433,75177,100,0.54,0.36
23-Nov-22,7.07,7.44,7.07,7.07,7.109405861,156445,347,1112231,156445,100,0.37,0
22-Nov-22,8,8.19,7.44,7.44,7.817526063,96211,469,752132,96211,100,0.75,-0.56
21-Nov-22,7.81,7.83,7.15,7.83,7.741372608,182645,581,1413923,182645,100,0.68,0.02
18-Nov-22,7.29,7.46,7.29,7.46,7.44301978,139838,304,1040817,,,0.17,0.17
17-Nov-22,7.09,7.11,6.85,7.11,7.087817604,152942,415,1084025,152942,100,0.26,0.02
16-Nov-22,6.68,6.78,6.6,6.78,6.772667305,209961,474,1421996,209961,100,0.18,0.1
15-Nov-22,6.93,6.93,6.27,6.46,6.565828817,192636,376,1264815,192636,100,0.66,-0.47
14-Nov-22,6.5,6.6,6.5,6.6,6.579921653,39057,67,256992,39057,100,0.1,0.1
11-Nov-22,6.01,6.45,5.92,6.29,6.304937559,38116,141,240319,38116,100,0.53,0.28
10-Nov-22,6.65,6.65,6.14,6.18,6.268007409,68569,172,429791,68569,100,0.51,-0.47
09-Nov-22,6.31,6.87,6.24,6.46,6.362754524,46803,208,297796,46803,100,0.63,0.15
07-Nov-22,6.98,6.98,6.56,6.56,6.580714421,47507,182,312630,47507,100,0.42,-0.42
04-Nov-22,6.85,6.9,6.31,6.9,6.809667594,114258,256,778059,114258,100,0.59,0.05
03-Nov-22,5.96,6.58,5.96,6.58,6.243843226,94327,153,588963,94327,100,0.62,0.62
02-Nov-22,6.27,6.27,6.27,6.27,6.269978708,7045,68,44172,7045,100,0,0
01-Nov-22,6.6,6.6,6.6,6.6,6.6,7255,68,47883,7255,100,0,0
31-Oct-22,6.94,6.94,6.94,6.94,6.939947975,13455,96,93377,13455,100,0,0
28-Oct-22,7.3,7.3,7.3,7.3,7.299954638,8818,77,64371,8818,100,0,0
27-Oct-22,7.68,7.68,7.68,7.68,7.679986416,44170,183,339225,44170,100,0,0
25-Oct-22,8.88,8.88,8.08,8.08,8.361338618,129178,374,1080101,129178,100,0.8,-0.8
24-Oct-22,8.5,8.5,8.1,8.5,8.495334212,127524,289,1083359,,,0.4,0
21-Oct-22,8.04,8.1,8,8.1,8.075853568,40565,124,327597,40565,100,0.1,0.06
20-Oct-22,15.62,15.62,14.14,15.43,15.26298569,343224,1097,5238623,343224,100,1.48,-0.19
19-Oct-22,14.88,14.88,14.88,14.88,14.87999606,60948,73,906906,60948,100,0,0
18-Oct-22,14.18,14.18,14.18,14.18,14.17996324,16320,29,231417,16320,100,0,0
17-Oct-22,13.5,13.51,13,13.51,13.45129023,185548,547,2495860,185548,100,0.51,0.01
14-Oct-22,12.87,12.87,12.87,12.87,12.86999552,84874,37,1092328,84874,100,0,0
13-Oct-22,12.26,12.26,12.26,12.26,12.25998857,15743,22,193009,15743,100,0,0
12-Oct-22,11.68,11.68,11.64,11.68,11.67608426,12105,73,141339,12105,100,0.04,0
11-Oct-22,11.13,11.13,10.97,11.13,11.10476978,43524,111,483324,43524,100,0.16,0
10-Oct-22,10.58,10.6,10.55,10.6,10.59756133,34363,53,364164,34363,100,0.05,0.02
07-Oct-22,10.49,10.49,9.56,10.1,9.670679962,18854,24,182331,18854,100,0.93,-0.39
06-Oct-22,10.31,10.67,10.06,10.06,10.2944453,6463,22,66533,6463,100,0.61,-0.25
04-Oct-22,10.64,10.64,10.2,10.2,10.32992701,4110,9,42456,4110,100,0.44,-0.44
03-Oct-22,10.46,10.46,9.7,10.45,10.37433455,3569,18,37026,3569,100,0.76,-0.01
30-Sep-22,10.47,10.47,9.98,9.98,10.04174057,8457,21,84923,8457,100,0.49,-0.49
29-Sep-22,10,10,9.98,9.98,9.996262555,4281,17,42794,4281,100,0.02,-0.02
28-Sep-22,10.97,10.97,10.5,10.5,10.54314452,1889,13,19916,1889,100,0.47,-0.47
27-Sep-22,10.45,10.97,10.45,10.97,10.69166667,1200,13,12830,1200,100,0.52,0.52
26-Sep-22,10.45,10.45,10.45,10.45,10.44965064,2433,23,25424,,,0,0
23-Sep-22,11.3,11.3,11,11,11.17028112,3735,23,41721,3735,100,0.3,-0.3
22-Sep-22,11.45,11.45,11.13,11.13,11.23487962,5109,22,57399,5109,100,0.32,-0.32
21-Sep-22,11,11.45,11,11,11.02120842,6554,21,72233,6554,100,0.45,0
20-Sep-22,10.75,11,10.75,11,10.78822144,4245,11,45796,4245,100,0.25,0.25
19-Sep-22,11.08,11.08,11,11,11.00946683,13204,25,145369,13204,100,0.08,-0.08
16-Sep-22,10.75,10.9,10.75,10.75,10.87468546,11922,37,129648,11922,100,0.15,0
15-Sep-22,10.72,10.72,10.21,10.72,10.25769168,6143,18,63013,6143,100,0.51,0
14-Sep-22,10.69,10.75,10.69,10.74,10.74623208,8161,11,87700,8161,100,0.06,0.05
13-Sep-22,10.2,10.69,10.2,10.69,10.62564633,11604,20,123300,11604,100,0.49,0.49
12-Sep-22,10.85,10.85,10,10.2,10.23361139,23736,46,242905,21655,91.23,0.85,-0.65
09-Sep-22,10.44,10.44,10.1,10.1,10.36174565,14665,22,151955,,,0.34,-0.34
08-Sep-22,10.45,10.45,10.44,10.44,10.44166667,240,17,2506,240,100,0.01,-0.01
07-Sep-22,10.45,10.48,9.95,10.48,10.2828549,42117,27,433083,42117,100,0.53,0.03
06-Sep-22,10,10.52,10,10,10.20496713,6845,40,69853,5445,79.55,0.52,0
05-Sep-22,11.9,11.9,10.55,11.09,11.43546149,5764,32,65914,5364,93.06,1.35,-0.81
02-Sep-22,11.84,11.84,10.16,11.41,11.28704,15625,47,176360,,,1.68,-0.43
01-Sep-22,9.8,11,9.8,11,10.45635108,25476,39,266386,22096,86.73,1.2,1.2
30-Aug-22,9.85,9.85,9.65,9.83,9.742567441,31954,47,311314,25754,80.6,0.2,-0.02
29-Aug-22,8.91,8.95,8.89,8.95,8.944064059,17234,24,154142,16114,93.5,0.06,0.04
26-Aug-22,9.03,9.44,8.55,9.15,9.249914956,8819,30,81575,8217,93.17,0.89,0.12
25-Aug-22,9.29,9.29,9.15,9.17,9.247185813,6485,36,59968,6055,93.37,0.14,-0.12
24-Aug-22,8.35,9.29,7.56,9.29,8.84181274,9356,27,82724,8356,89.31,1.73,0.94
23-Aug-22,7.75,8.45,7.75,7.8,7.842544317,959,12,7521,621,64.75,0.7,0.05
22-Aug-22,7.98,7.98,7.55,7.98,7.979067555,1051,7,8386,1050,99.9,0.43,0
19-Aug-22,7.85,8,7.85,7.98,7.973538462,3250,12,25914,2736,84.18,0.15,0.13
18-Aug-22,7.36,7.86,7.36,7.85,7.824763903,1906,11,14914,,,0.5,0.49
17-Aug-22,7.96,7.96,7.31,7.89,7.509852217,1624,20,12196,1473,90.7,0.65,-0.07
16-Aug-22,7.69,8,7.25,7.98,7.902614379,10710,36,84637,8845,82.59,0.75,0.29
12-Aug-22,7.4,7.7,7.16,7.7,7.558527466,3477,17,26281,3277,94.25,0.54,0.3
11-Aug-22,7.5,7.5,7.1,7.21,7.334337686,8961,32,65723,6463,72.12,0.4,-0.29
10-Aug-22,6.65,6.95,6.65,6.95,6.762002852,6311,24,42675,4847,76.8,0.3,0.3
08-Aug-22,7.21,7.9,7,7,7.232489039,27597,44,199595,22505,81.55,0.9,-0.21
05-Aug-22,7.6,7.6,7.25,7.4,7.432706223,691,18,5136,372,53.84,0.35,-0.2
04-Aug-22,7.1,7.49,7.1,7.44,7.426393521,2099,14,15588,1904,90.71,0.39,0.34
03-Aug-22,7.12,7.12,7.05,7.05,7.065730994,4275,18,30206,3675,85.96,0.07,-0.07
02-Aug-22,7.1,7.1,7,7.05,7.045307039,8012,22,56447,7946,99.18,0.1,-0.05
01-Aug-22,7.19,7.19,7,7.01,7.074346185,14836,27,104955,9731,65.59,0.19,-0.18
29-Jul-22,7,7,6.72,6.99,6.923019151,5326,21,36872,5095,95.66,0.28,-0.01
28-Jul-22,7,7.9,7,7.04,7.128313484,5206,23,37110,4631,88.96,0.9,0.04
27-Jul-22,7.19,7.19,6.85,6.86,6.98739874,2222,11,15526,2216,99.73,0.34,-0.33
26-Jul-22,6.53,7,6.53,6.97,6.673074306,29392,45,196135,25768,87.67,0.47,0.44
25-Jul-22,6.71,6.9,6.3,6.58,6.359501064,20203,40,128481,18854,93.32,0.6,-0.13
22-Jul-22,6.89,6.98,6.56,6.98,6.654829157,40183,35,267411,38083,94.77,0.42,0.09
21-Jul-22,6.89,7,6.4,6.99,6.684301761,28844,31,192802,18195,63.08,0.6,0.1
20-Jul-22,6.35,6.95,6.15,6.95,6.372719216,126382,83,805397,111493,88.22,0.8,0.6
19-Jul-22,7.6,7.6,6.17,6.49,6.398952402,105193,91,673125,90906,86.42,1.43,-1.11
18-Jul-22,7.68,7.68,7.68,7.68,7.679991883,29568,23,227082,29568,100,0,0
15-Jul-22,7.99,8.59,6.4,6.4,6.738635836,64611,59,435390,63651,98.51,2.19,-1.59
14-Jul-22,8.1,8.1,7.98,7.98,7.988245172,4764,12,38056,4764,100,0.12,-0.12
13-Jul-22,8.2,8.2,7.92,7.92,8.052631579,361,20,2907,301,83.38,0.28,-0.28
12-Jul-22,7.2,8,7.2,7.6,7.709226468,3219,28,24816,2715,84.34,0.8,0.4
11-Jul-22,8,8.38,7.9,8.36,8.291925466,322,11,2670,322,100,0.48,0.36
08-Jul-22,7.41,7.89,7.3,7.37,7.409744618,11473,26,85012,10000,87.16,0.59,-0.04
07-Jul-22,7.95,7.95,7.41,7.41,7.711734464,11087,27,85500,10137,91.43,0.54,-0.54
06-Jul-22,7.2,7.45,7.2,7.4,7.29621444,35292,26,257498,33982,96.29,0.25,0.2
05-Jul-22,7.78,8.49,7.78,7.82,7.808161351,2132,30,16647,2072,97.19,0.71,0.04
04-Jul-22,8.99,8.99,8,8.86,8.52688172,279,13,2379,279,100,0.99,-0.13
01-Jul-22,8,8,7.99,7.99,7.997416021,387,10,3095,348,89.92,0.01,-0.01
30-Jun-22,7.5,8.89,7.5,7.99,7.879063361,3630,33,28601,2566,70.69,1.39,0.49
29-Jun-22,7.45,8.49,7.45,8.3,7.560817547,2006,15,15167,1885,93.97,1.04,0.85
28-Jun-22,8.98,8.98,7.5,7.5,7.583864851,11602,43,87988,9962,85.86,1.48,-1.48
27-Jun-22,8.2,8.2,7.75,7.8,7.931252323,5382,12,42686,3616,67.19,0.45,-0.4
24-Jun-22,8.89,8.89,7.9,7.9,7.938305709,1086,12,8621,1086,100,0.99,-0.99
23-Jun-22,8,8.61,7.9,7.9,8.08458498,1265,20,10227,1265,100,0.71,-0.1
22-Jun-22,8.79,8.79,7.85,8.64,8.078849722,4312,16,34836,4287,99.42,0.94,-0.15
21-Jun-22,9.99,9.99,8,8,8.011914456,23333,34,186942,23308,99.89,1.99,-1.99
20-Jun-22,8.15,9.1,8,8.79,8.242585805,12004,34,98944,9038,75.29,1.1,0.64
17-Jun-22,7.01,8.2,7.01,8.2,7.297429621,2451,24,17886,2048,83.56,1.19,1.19
16-Jun-22,8,8,7.3,7.3,7.54850214,7010,19,52915,6710,95.72,0.7,-0.7
15-Jun-22,8,8,7.7,7.7,7.894277401,1031,12,8139,1031,100,0.3,-0.3
14-Jun-22,8,8,7.5,7.64,7.623782772,5340,24,40711,4690,87.83,0.5,-0.36
13-Jun-22,7.75,8,7.64,7.64,7.69870809,13004,40,100114,10051,77.29,0.36,-0.11
10-Jun-22,8,8,7.95,7.95,7.989244829,30311,47,242162,25986,85.73,0.05,-0.05
09-Jun-22,10.44,10.44,8,8,8.280669884,17615,55,145864,17405,98.81,2.44,-2.44
08-Jun-22,9.88,9.88,8.61,9.5,9.603406326,411,14,3947,376,91.48,1.27,-0.38
07-Jun-22,9.98,9.98,9.59,9.59,9.632185775,6158,15,59315,5852,95.03,0.39,-0.39
06-Jun-22,9.39,9.39,8.99,9,9.18875502,249,8,2288,173,69.48,0.4,-0.39
03-Jun-22,8.01,8.99,8.01,8.99,8.494232896,12658,31,107520,11339,89.58,0.98,0.98
02-Jun-22,8.36,8.37,8,8,8.257836158,25427,30,209972,25427,100,0.37,-0.36
01-Jun-22,8.88,8.88,8.88,8.88,8.87966538,1554,12,13799,1544,99.36,0,0
31-May-22,8.99,8.99,8.6,8.9,8.844169611,2830,12,25029,2180,77.03,0.39,-0.09
30-May-22,9,9,8.81,8.99,8.990883978,3620,13,32547,3195,88.26,0.19,-0.01
27-May-22,9,9,8.75,8.75,8.900293762,5787,25,51506,5787,100,0.25,-0.25
26-May-22,9.55,9.55,9,9.05,9.002110261,11373,29,102381,10073,88.57,0.55,-0.5
25-May-22,9.55,9.99,9.55,9.55,9.582278481,790,10,7570,730,92.4,0.44,0
24-May-22,10.79,10.79,10,10,10.02336449,5564,17,55770,5564,100,0.79,-0.79
23-May-22,9.95,10.49,9.5,9.9,9.586132685,10687,28,102447,10687,100,0.99,-0.05
20-May-22,10.7,10.7,9.98,9.98,10.02025816,11156,21,111786,10071,90.27,0.72,-0.72
19-May-22,10.79,10.79,10.1,10.5,10.42998586,707,13,7374,607,85.86,0.69,-0.29
18-May-22,10.89,10.89,10.01,10.49,10.35879467,1427,10,14782,1046,73.3,0.88,-0.4
